name,category,address,address2,city,state,ccaa,postal,country,phone,lat,lng,hours1,hours2,web,features,codsa,codat
Carrefour Express EESS La Torreta,Supermercado Carrefour Express CEPSA,"Calle Romero, 2",,Elda,Alicante,Comunidad Valenciana,03600,es,914 908 900,38.4927867,-0.7931628,de 06:00 a 21:00,de 06:00 a 21:00,https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/la-torreta-elda-cepsa-s.aspx,,3827,4469
Carrefour Express EESS Tres Cantos,Supermercado Carrefour Express CEPSA,"Calle del Yunque, 6",,Tres Cantos,Madrid,Comunidad de Madrid,28760,es,914 908 900,40.6143415,-3.7037605,de 06:00 a 21:00,de 06:00 a 21:00,https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/tres-cantos-madrid-cepsa-s.aspx,,3828,4485
Carrefour Express Alameda del Boulevard,Supermercado Carrefour Express,"Alameda del Boulevard, 19",,San Sebastián,Guipúzcoa,País Vasco/ Euskadi,20003,es,914 908 900,43.3219067,-1.9839049,"de 08:30 a 21:30, sábados de 09:30 a 22:00 ",de 09:30 a 21:00 (de 09:00 a 14:00 si es medio día),https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/avenida-boulevard-guipuzcoa-s.aspx,"Entrega a domicilio,Punto de reciclaje",5364,5716
Carrefour Express Antonio Cumella,Supermercado Carrefour Express,"Calle Antonio Cumella, 20. Bajo",,Madrid,Madrid,Comunidad de Madrid,28030,es,914 908 900,40.410427,-3.6359154,de 09:00 a 22:00,de 10:00 a 21:00 (de 09:00 a 14:00 si es medio día),https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/calle-antonio-cumella-madrid-s.aspx,,3326,4444
Carrefour Express Avd. Barcelona,Supermercado Carrefour Express,"Avenida Barcelona, 13",,Granada,Granada,Andalucía,18006,es,914 908 900,37.1623439,-3.6023545,de 09:00 a 21:30,de 09:30 a 21:30 (de 09:00 a 14:00 si es medio día),https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/avenida-barcelona-granada-s.aspx,"Entrega a domicilio,Punto de reciclaje",3553,5087
Carrefour Lorca Almenara,Hipermercado,"Autovia Lorca a Aguilas, s/n",,Lorca,Murcia,Murcia,30813,es,615062385,37.6342376,-1.7001961,de 09:00 a 22:00,de 09:00 a 22:00,https://www.carrefour.es/tiendas-carrefour/hipermercados/carrefour/lorca-almenara.aspx,"Cargador gratis,Entrega a domicilio,Fila única,Instalación y montaje,Taller de bicicletas,Wifi gratis",0221,4330
Carrefour Zamora,Hipermercado,"Avenida Cardenal Cisneros, s/n",,Zamora,Zamora,Castilla y León,49023,es,644784381,41.5151361,-5.7475861111111115,de 09:00 a 22:00,de 10:00 a 22:00,https://www.carrefour.es/tiendas-carrefour/hipermercados/carrefour/zamora.aspx,"Accesibilidad,Administración de Loterías,Aparcamiento,Cajas de autopago,Cambiador de bebé,Cargador gratis,Carrefour Drive,Click_Collect,Consigna automática,Entrega a domicilio,Fila única,Financiación fácil,Gasolinera Carrefour,Gimnasio,Instalación y montaje,Kiosco ONCE,Montaje de neumáticos,Parafarmacia,Platos preparados,Punto de reciclaje,Puntos de recarga de coches eléctricos,Restaurantes,Revelado Kodak,Shop_Go PASS,Sillas portabebé,Telefonía móvil,Tintoreria,Transporte público,Wifi gratis",0243,4404
Carrefour Express EESS Nuestra Señora de la Luz,Supermercado Carrefour Express CEPSA,"N-340, P.K. 82,100",,Tarifa,Cádiz,Andalucía,11380,es,914 908 900,36.068471,-5.526962,de 06:30 a 21:00,de 06:30 a 21:00,https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/nuestra-senora-de-la-luz-tarifa-cepsa-s.aspx,,3831,4470
Carrefour Express EESS Los Ángeles II,Supermercado Carrefour Express CEPSA,"Carretera A-4, P.K. 14,3",Dirección Cádiz,Getafe,Madrid,Comunidad de Madrid,28906,es,914 908 900,40.29697,-3.69078,de 09:00 a 21:00,de 09:00 a 21:00,https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/los-angeles-2-getafe-cepsa-s.aspx,,3832,4498
Carrefour Express EESS Alzira,Supermercado Carrefour Express CEPSA,"Benito Pérez Galdós, 68",Junto a la estación CEPSA,Alzira,Valencia,Comunidad Valenciana,46600,es,914 908 900,39.1493047,-0.4328892,de 09:00 a 21:00,de 09:00 a 21:00,https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/alinio-moll-alzira-cepsa-s.aspx,,3829,4487
Carrefour Express Francisco Vaca,Supermercado Carrefour Express,"Calle Francisco Vaca Morales, 8",,Badajoz,Badajoz,Extremadura,06011,es,914 908 900,38.8645827,-6.9857669,de 09:00 a 22:00,de 10:00 a 22:00 (de 09:00 a 14:00 si es medio día),https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/francisco-vaca-badajoz-s.aspx,,3331,4499
Carrefour Express Calle Tudela2,Supermercado Carrefour Express,"Calle Tudela, 13",,Pamplona,Navarra,Navarra,31003,es,914 908 900,42.8122737,-1.6441652,de 09:00 a 21:00,de 09:00 a 15:00,https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/calle-tudela-pamplona-s.aspx,,5638,6577
Carrefour Express Sant Antoni Abad3,Supermercado Carrefour Express,"Calle Sant Antoni Abad, 6-8",,Barcelona,Barcelona,Cataluña / Catalunya,08001,es,914 908 900,41.3794361,2.1653987,de 09:00 a 22:00,de 10:00 a 22:00 (de 09:00 a 14:00 si es medio día),https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/sant-antoni-abad-barcelona-s.aspx,"Entrega a domicilio,Punto de reciclaje",2387,5737
Carrefour Market Pamplona,Supermercado Carrefour Market,"Avenida Bayona, 2",,Pamplona,Navarra,Navarra,31011,es,691361338,42.8141224,-1.6586158,de 09:00 a 22:00,de 09:00 a 22:00,https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-market/pamplona_s.aspx,Entrega a domicilio,6815,4459
EESS Zamora,Estación de Servicio,"Avenida Cardenal Cisneros, s/n.",,Zamora,Zamora,,49023,es,914 908 900,41.516006,-5.7473838,24 H,24 H,,,0243_g,
Carrefour Express EESS El Bercial,Supermercado Carrefour Express CEPSA,"Avenida de las Trece Rosas, 6",,Getafe,Madrid,Comunidad de Madrid,28903,es,914 908 900,40.3231989,-3.7329905,de 09:00 a 21:00,de 09:00 a 21:00,https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/el-bercial-getafe-cepsa-s.aspx,,3840,007H
Carrefour Express Puente y Pellón,Supermercado Carrefour Express,"Calle Puente y Pellón, 21",,Sevilla,Sevilla,Andalucía,41004,es,914 908 900,37.3910295,-5.9924008,de 09:00 a 22:00,de 10:00 a 22:00 (de 09:00 a 14:00 si es medio día),https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/puente-y-pellon_-_s.aspx,Entrega a domicilio,3322,4491
Carrefour Express Buenos Aires,Supermercado Carrefour Express,"Calle Buenos Aires, 9 y 11",,Cádiz,Cádiz,Andalucía,11003,es,914 908 900,36.5354442,-6.2980501,de 09:00 a 21:00,de 10:00 a 21:00 (de 09:00 a 14:00 si abre medio día),https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/buenos-aires-cadiz-s.aspx,Entrega a domicilio,3329,4455
Carrefour Express Paseo de la Independencia,Supermercado Carrefour Express,"Paseo de la Independencia, 51",,Huelva,Huelva,Andalucía,21002,es,914 908 900,37.2635523,-6.9526614,de 09:00 a 15:00 y de 18:00 a 23:00,de 09:00 a 23:00 (de 09:00 a 14:00 si es medio día),https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/paseo-de-la-independencia-huelva-s.aspx,,2526,5991
Carrefour Express EESS Montecarmelo,Supermercado Carrefour Express CEPSA,"Carretera N-334, KM 12,5",,Alcalá de Guadaira,Sevilla,Andalucía,41500,es,914 908 900,36.920171,-6.065753,de 09:00 a 21:00,de 09:00 a 21:00,https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/montecarmelo-alcala-de-guadaira-cepsa-s.aspx,,3833,4505
Carrefour Express EESS Villabona 2,Supermercado Carrefour Express CEPSA,"Autovía A1, P.K. 443","Margen izquierdo, Conjunto Urbano B",Villabona,Guipúzcoa,País Vasco/ Euskadi,20150,es,914 908 900,43.200853,-2.039004,de 09:00 a 21:00,de 09:00 a 21:00,https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/villabona-2-guipuzcoa-cepsa-s.aspx,Centro de lavado de coches,3836,4492
Carrefour Express San Julian 2,Supermercado Carrefour Express,"Ronda de San Julian, 40",,Teruel,Teruel,Aragón,44003,es,914 908 900,40.341465,-1.1028315,de 09:00 a 21:30,de 09:30 a 21:30 (de 09:00 a 14:00 si es medio día),https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/san-julian-40-teruel-s.aspx,,3436,4692
"Carrefour Express Calle Sierpes, 20",Supermercado Carrefour Express,"Calle Sierpes, 20",,Sevilla,Sevilla,Andalucía,41004,es,914 908 900,37.3915727,-5.994741,de 09:00 a 22:00,de 09:00 a 22:00 (de 09:00 a 14:00 si abre medio día),https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/sierpes-2-0-sevilla-s.aspx,"Entrega a domicilio,Punto de reciclaje",5423,5779
Carrefour Express EESS Moia,Supermercado Carrefour Express CEPSA,"Carretera N-141 Manresa - Gerona, PK 27",,Moia,Barcelona,Cataluña / Catalunya,08180,es,914 908 900,41.80931,2.10214,de 05:00 a 23:00,de 05:00 a 23:00,https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/moia-barcelona-cepsa-s.aspx,Centro de lavado de coches,5261,5597
Carrefour Águilas,Hipermercado,"Calle Andrés Segovia, 10",,Águilas,Murcia,Murcia,30880,es,644959397,37.4110306,-1.5641527777777777,de 09:00 a 22:00,de 09:00 a 22:00,https://www.carrefour.es/tiendas-carrefour/hipermercados/carrefour/aguilas.aspx,"Cargador gratis,Carrefour Drive,Fila única,Gasolinera Carrefour,Instalación y montaje,Wifi gratis",0252,4430
Carrefour Denia,Hipermercado,"Carretera de Denia a Ondara, km 1",,Denia,Alicante,Comunidad Valenciana,03700,es,675273933,38.837444,0.095253,de 09:00 a 22:00,de 09:00 a 22:00,https://www.carrefour.es/tiendas-carrefour/hipermercados/carrefour/denia.aspx,"Cargador gratis,Entrega a domicilio,Fila única,Instalación y montaje,Taller de bicicletas,Wifi gratis",0237,4403
Carrefour Vallsur,Hipermercado,"Camino Viejo de Simancas, s/n",,Valladolid,Valladolid,Castilla y León,47008,es,602454034,41.6236417,-4.750047222222222,de 09:00 a 22:00,de 10:00 a 22:00,https://www.carrefour.es/tiendas-carrefour/hipermercados/carrefour/vallsur.aspx,"Accesibilidad,Administración de Loterías,Aparcamiento,Cajas de autopago,Cajeros automáticos,Cambiador de bebé,Cargador gratis,Click_Collect,Consigna automática,Entrega a domicilio,Fila única,Financiación fácil,Gasolinera - otras marcas,Instalación y montaje,Kiosco ONCE,Lavado de coches,Montaje de neumáticos,Parada de Taxis,Parafarmacia,Punto de reciclaje,Restaurantes,Revelado Kodak,Sala de lactancia Carrefour,Salas de cine,Servicio informático,Shop_Go PASS,Sillas portabebé,Sushi Carrefour,Telefonía móvil,Tintoreria,Transporte público,Wifi gratis",0235,4394
Carrefour Algeciras,Hipermercado,"Carretera Cádiz - Málaga, km 106,25",,Algeciras,Cádiz,Andalucía,11204,es,611228121,36.1438306,-5.460311111111111,de 09:00 a 22:00,de 10:00 a 22:00,https://www.carrefour.es/tiendas-carrefour/hipermercados/carrefour/algeciras.aspx,"Cargador gratis,Carrefour Drive,Entrega a domicilio,Fila única,Gasolinera Carrefour,Instalación y montaje,Wifi gratis",0220,4332
Carrefour Cuenca,Hipermercado,"Avenida Mediterráneo, s/n",,Cuenca,Cuenca,Castilla-La Mancha,16004,es,675261073,40.0544278,-2.12085,de 09:00 a 22:00,de 10:00 a 22:00,https://www.carrefour.es/tiendas-carrefour/hipermercados/carrefour/cuenca.aspx,"Cargador gratis,Carrefour Drive,Entrega a domicilio,Fila única,Gasolinera Carrefour,Instalación y montaje,Wifi gratis",0224,4335
Carrefour Manzanares,Hipermercado,"Antigua N 430, esquina Carretera Villarrubia",,Manzanares,Ciudad Real,Castilla-La Mancha,13200,es,615062844,39.0073086,-3.3802911,de 09:00 a 22:00,de 10:00 a 22:00,https://www.carrefour.es/tiendas-carrefour/hipermercados/carrefour/manzanares.aspx,"Cargador gratis,Entrega a domicilio,Fila única,Gasolinera Carrefour,Instalación y montaje,Wifi gratis",0242,4431
Carrefour Jaca,Hipermercado,"Polígono Campancian, s/n",,Jaca,Huesca,Aragón,22700,es,651156563,42.57694,-0.5281509,de 09:00 a 22:00,de 09:00 a 22:00,https://www.carrefour.es/tiendas-carrefour/hipermercados/carrefour/jaca.aspx,"Cargador gratis,Entrega a domicilio,Fila única,Instalación y montaje,Wifi gratis",0245,4441
Carrefour Cullera,Hipermercado,"Carretera Sueca, s/n",,Cullera,Valencia,Comunidad Valenciana,46400,es,634119574,39.1792319,-0.2609179,de 09:00 a 22:00,de 09:00 a 22:00,https://www.carrefour.es/tiendas-carrefour/hipermercados/carrefour/cullera.aspx,"Cargador gratis,Carrefour Drive,Entrega a domicilio,Fila única,Gasolinera Carrefour,Instalación y montaje,Wifi gratis",0244,4417
EESS Algeciras,Estación de Servicio,"Carretera Cádiz - Málaga, km 106,25.",,Algeciras,Cádiz,,11204,es,914 908 900,36.1429422,-5.4623079,24 H,24 H,,,0220_g,
EESS Águilas,Estación de Servicio,"Calle Andrés Segovia, 10.",,Águilas,Murcia,,30880,es,914 908 900,37.412285588125926,-1.563793190844574,de 08:00 a 22:00,"de 09:00 a 22:00 (abierto todos excepto 01/01, 06/01, 01/05 y 25/12)",,,0252_g,
Carrefour Express EESS Alberique II,Supermercado Carrefour Express CEPSA,"A-35, km 670,9",Junto a la estación CEPSA,Alberique,Valencia,Comunidad Valenciana,46260,es,914 908 900,39.08981,-0.53764,de 09:00 a 21:00,de 09:00 a 21:00,https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/alberique-2-valencia-cepsa-s.aspx,,3847,4532
Carrefour Montserrat - Terrassa,Hipermercado,"Avenida Extremadura, s/n",Sector Montserrat,Terrassa,Barcelona,Cataluña / Catalunya,08227,es,613688473,41.5652,2.0370583333333334,de 09:00 a 22:00,de 09:00 a 22:00,https://www.carrefour.es/tiendas-carrefour/hipermercados/carrefour/montserrat.aspx,Carrefour Drive,0234,4396
Carrefour San Javier,Hipermercado,"Carretera San Javier a San Pedro del Pinatar Nac 332, Km 23",,San Javier,Murcia,Murcia,30730,es,672585616,37.8198889,-0.8133833333333333,de 09:00 a 22:00,de 09:00 a 22:00,https://www.carrefour.es/tiendas-carrefour/hipermercados/carrefour/san-javier.aspx,"Carrefour Drive,Gasolinera Carrefour,Taller de bicicletas",0222,4331
Carrefour Ondara,Hipermercado,"Avenida Costablanca, 1",,Ondara,Alicante,Comunidad Valenciana,03760,es,675273770,38.8181083,0.0223,de 09:00 a 22:00,de 09:00 a 22:00,https://www.carrefour.es/tiendas-carrefour/hipermercados/carrefour/ondara.aspx,"Carrefour Drive,Gasolinera Carrefour,Taller de bicicletas",0231,4381
Carrefour Fuengirola,Hipermercado,"Avenida de la Encarnación, s/n",Parque Miramar,Fuengirola,Málaga,Andalucía,29640,es,602476259,36.5288194,-4.632669444444445,de 09:00 a 22:00,de 10:00 a 22:00,https://www.carrefour.es/tiendas-carrefour/hipermercados/carrefour/fuengirola.aspx,"Aparcamiento,Café bar Carrefour,Cajas de autopago,Carrefour Drive,Click_Collect,Entrega a domicilio,Gasolinera Carrefour,Instalación y montaje,Parada de Taxis,Parafarmacia,Platos preparados,Restaurantes,Sushi Carrefour,Taller de bicicletas,Telefonía móvil,Transporte público,Wifi gratis",0253,4440
EESS Cullera,Estación de Servicio,"Carretera Sueca, s/n.",,Cullera,Valencia,,46400,es,914 908 900,39.1781723,-0.2614789,24 H,24 H,,,0244_g,
EESS Cuenca,Estación de Servicio,"Avenida Mediterráneo, s/n.",,Cuenca,Cuenca,,16004,es,914 908 900,40.0534054,-2.1212583,de 08:00 a 22:00,"de 09:00 a 21:00 (abierto todos excepto 01/01, 06/01, 01/05 y 25/12)",,,,
Carrefour Express EESS Simancas I,Supermercado Carrefour Express CEPSA,"A-62, P.K. 138,600",Junto a la estación CEPSA,Simancas,Valladolid,Castilla y León,47130,es,914 908 900,41.56628,-4.86058,de 09:00 a 21:00,de 09:00 a 21:00,https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/simancas-1-valladolid-cepsa-s.aspx,,3849,4526
Carrefour Express Calle Caponata,Supermercado Carrefour Express,"Calle Caponata, 10-12",,Barcelona,Barcelona,Cataluña / Catalunya,08034,es,914 908 900,41.3957895,2.1218337,de 09:00 a 22:00,de 10:00 a 22:00 (de 09:00 a 14:00 si abre medio día),https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/calle-caponata-barcelona-s.aspx,"Entrega a domicilio,Punto de reciclaje",2578,6083
Carrefour Express Calle Harinas,Supermercado Carrefour Express,"Calle Harinas, 7-9",,Sevilla,Sevilla,Andalucía,41001,es,914 908 900,37.3871243,-5.9955296,de 09:00 a 22:30,de 10:00 a 22:30 (de 09:00 a 14:00 si es medio día),https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/calle-harinas-sevilla-s.aspx,,3344,4544
Carrefour Express EESS Aluche,Supermercado Carrefour Express CEPSA,"Avenida de los Poblados, 60",Esquina General Fanjul,Madrid,Madrid,Comunidad de Madrid,28044,es,914 908 900,40.3850579,-3.7618474,de 09:00 a 21:00,de 09:00 a 21:00,https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/copasas-aluche-madrid-cepsa-s.aspx,,4789,6219
Carrefour Express EESS Simancas II,Supermercado Carrefour Express CEPSA,"A-62, P.K. 138,600",Junto a la estación CEPSA,Simancas,Valladolid,Castilla y León,47130,es,914 908 900,41.56587059105971,-4.8597565637841615,de 07:00 a 21:00,de 07:00 a 21:00,https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/simancas-2-valladolid-cepsa-s.aspx,,3850,4539
EESS Fuengirola-Mijas,Estación de Servicio,"Avenida Carmen Sáenz de Tejada, 5208.",,Mijas,Málaga,,29651,es,914 908 900,36.5365373,-4.6347486,24 H,24 H,,,,
EESS Ondara,Estación de Servicio,"Calle Els Poblet, 10C.",,Ondara,Alicante,,03760,es,914 908 900,38.8182189,0.0210835,24 H,24 H,,,,
EESS San Javier,Estación de Servicio,"Carretera N232, S/N.",,San Javier,Murcia,,30730,es,914 908 900,37.8217827,-0.8119809,de 08:00 a 22:00,"de 09:00 a 22:00 (abierto todos excepto 01/01, 06/01, 01/05 y 25/12)",,,,
Carrefour Santa Pola,Hipermercado,"Calle Lerida, 10",,Santa Pola,Alicante,Comunidad Valenciana,03130,es,644741666,38.1990333,-0.5617416666666667,de 09:00 a 22:00,de 09:00 a 22:00,https://www.carrefour.es/tiendas-carrefour/hipermercados/carrefour/santa-pola.aspx,Gasolinera Carrefour,0250,4433
Carrefour Huesca,Hipermercado,"Avenida Doctor Artero, 31",,Huesca,Huesca,Aragón,22006,es,635341125,42.1467083,-0.42594444444444446,de 09:00 a 22:00,de 09:00 a 22:00,https://www.carrefour.es/tiendas-carrefour/hipermercados/carrefour/huesca.aspx,"Click_Collect,Gasolinera Carrefour",0238,4405
Carrefour Logroño,Hipermercado,"Calle Rio Lomo, s/n",,Logroño,La Rioja,La Rioja,26004,es,602462715,42.4626528,-2.4199333333333333,de 09:00 a 22:00,de 10:00 a 22:00,https://www.carrefour.es/tiendas-carrefour/hipermercados/carrefour/logrono.aspx,"Carrefour Drive,Gasolinera Carrefour,Servicios financieros Carrefour",0230,4382
Carrefour Express Avenida Pardaleras,Supermercado Carrefour Express,"Avenida Pardaleras, 2",,Badajoz,Badajoz,Extremadura,06003,es,914 908 900,38.8728815,-6.9709765,de 09:00 a 22:00,de 09:00 a 15:00,https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/avenida-pardaleras-badajoz-s.aspx,,3341,4541
Carrefour Express Avenida Sagunto,Supermercado Carrefour Express,"Avenida Sagunto, 9",,Teruel,Teruel,Aragón,44002,es,620750530,40.3362914,-1.103974,de 09:00 a 21:30,de 09:30 a 21:30 (de 09:00 a 14:00 si es medio día),https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/avenida-sagunto-teruel-s.aspx,"Entrega a domicilio,Punto de reciclaje",3439,4691
Carrefour Express Avenida Comuneros,Supermercado Carrefour Express,"Avenida Comuneros, 6",,Salamanca,Salamanca,Castilla y León,37003,es,914 908 900,40.9685298,-5.6532359,de 09:00 a 22:00,de 09:00 a 22:00 (de 09:00 a 14:00 si es medio día),https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/avenida-comuneros-salamanca-s.aspx,,3346,4547
Carrefour Express EESS La Veguilla I,Supermercado Carrefour Express CEPSA,"A-231, km 49",Junto a la estación CEPSA,Sahagún de Campos,León,Castilla y León,24320,es,914 908 900,42.38139,-5.04902,de 06:00 a 21:00,de 06:00 a 21:00,https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/la-veguilla-1-leon-cepsa-s.aspx,Centro de lavado de coches,3845,4530
Carrefour Express EESS La Veguilla II,Supermercado Carrefour Express CEPSA,"A-231, km 49. Dirección Burgos",Junto a la estación CEPSA,Sahagún de Campos,León,Castilla y León,24320,es,914 908 900,42.38008,-5.04902,de 06:00 a 21:00,de 06:00 a 21:00,https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/la-veguilla-2-leon-cepsa-s.aspx,Centro de lavado de coches,3848,4533
Carrefour Express EESS Arco San Pedro Marbella,Supermercado Carrefour Express CEPSA,"Parcela 40, sector URP-SP 4TM",Junto a la estación CEPSA,San Pedro Alcántara,Málaga,Andalucía,29670,es,914 908 900,36.474081,-5.003165,de 07:00 a 21:00,de 07:00 a 21:00,https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/arco-san-pedro-marbella-malaga-cepsa-s.aspx,,3834,4514
Carrefour Express Ovalo,Supermercado Carrefour Express,"Paseo del Óvalo, 8",,Teruel,Teruel,Aragón,44001,es,691136928,40.3410222,-1.1080743,de 08:00 a 22:00,de 08:00 a 22:00 (de 09:00 a 14:00 si es medio día),https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/ovalo-teruel-s.aspx,Entrega a domicilio,2849,4408
EESS Logroño,Estación de Servicio,"Calle Rio Lomo, s/n.",,Logroño,La Rioja,,26004,es,914 908 900,42.462337,-2.4176156,24 H,24 H,,,,
EESS Huesca,Estación de Servicio,"Avenida Doctor Artero, 31.",,Huesca,Huesca,,22006,es,914 908 900,42.14806983684612,-0.425407524655458,de 08:00 a 22:00,"de 09:00 a 21:00 (abierto todos excepto 01/01, 06/01, 01/05 y 25/12)",,,0238_g,
Carrefour Mieres,Hipermercado,"Avenida del Camino, 1",,Mieres,Asturias,Principado de Asturias,33600,es,644839681,43.2286694,-5.781319444444445,de 09:00 a 22:00,de 10:00 a 22:00,https://www.carrefour.es/tiendas-carrefour/hipermercados/carrefour/mieres.aspx,"Accesibilidad,Administración de Loterías,Aparcamiento,Cambiador de bebé,Cargador gratis,Carrefour Drive,Entrega a domicilio,Fila única,Financiación fácil,Gasolinera Carrefour,Kiosco ONCE,Parafarmacia,Revelado Kodak,Sillas portabebé,Telefonía móvil,Wifi gratis",0233,4395
Carrefour Lalín,Hipermercado,"Arenal, s/n",,Lalin,Pontevedra,Galicia,36500,es,657953953,42.6689,-8.10378888888889,de 09:00 a 22:00,de 10:00 a 22:00,https://www.carrefour.es/tiendas-carrefour/hipermercados/carrefour/lalin.aspx,"Carrefour Drive,Gasolinera Carrefour",0241,4419
Carrefour Express Portugalete,Supermercado Carrefour Express,"Calle Barrengoitia, 18-20",,Portugalete,Vizcaya,País Vasco/ Euskadi,48920,es,914 908 900,43.3157454,-3.0160206,de 09:00 a 21:00,de 10:00 a 15:00,https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/portugalete-s.aspx,,2538,6015
Carrefour Express Carretera de Castralvo 3,Supermercado Carrefour Express,"Carretera Castralvo, 3",,Teruel,Teruel,Aragón,44002,es,914 908 900,40.332744,-1.101069,de 06:00 a 00:00,de 06:00 a 00:30 (de 09:00 a 14:00 si es medio día),https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/carretera-castralvo-teruel-s.aspx,Entrega a domicilio,2506,5966
Carrefour Express Plaza del Ángel,Supermercado Carrefour Express,"Plaza del Ángel, 11",,Madrid,Madrid,Comunidad de Madrid,28013,es,914 908 900,40.4142498,-3.7020185,de 09:00 a 23:00,de 10:00 a 22:00,https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/plaza-del-angel-madrid-s.aspx,Entrega a domicilio,3343,4554
Carrefour Express Burjassot,Supermercado Carrefour Express,"Avenida María Ros, 11",,Burjassot,Valencia,Comunidad Valenciana,46100,es,914 908 900,39.5150842,-0.4132081,de 09:00 a 21:30,de 09:00 a 21:30 (de 09:00 a 14:00 si abre medio día),https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/burjassot-valencia-s.aspx,,2540,6014
EESS Lalín,Estación de Servicio,Centro Comercial Deza.,,Lalin,Pontevedra,,36500,es,914 908 900,42.668922,-8.103825,24 H,24 H,,,,
EESS Mieres,Estación de Servicio,Centro de empresas Del Caudal.,,Mieres,Asturias,,33600,es,914 908 900,43.227856,-5.781274,24 H,24 H,,,,
Carrefour Ceuta,Hipermercado,"Avenida Teniente Gral Muslera, s/n",,Ceuta,Ceuta,Ceuta,51002,es,615309243,35.8937667,-5.328858333333333,de 09:00 a 22:00,de 10:00 a 22:00,https://www.carrefour.es/tiendas-carrefour/hipermercados/carrefour/ceuta.aspx,,0236,4416
Carrefour Orihuela,Hipermercado,"Carretera Orihuela Bigastro, km 1",,Orihuela,Alicante,Comunidad Valenciana,03300,es,603176890,38.0807833,-0.9337111111111112,de 09:00 a 22:00,de 09:00 a 22:00,https://www.carrefour.es/tiendas-carrefour/hipermercados/carrefour/orihuela.aspx,Carrefour Drive,0254,4464
Carrefour Express Navarrete 2,Supermercado Carrefour Express,"Calle Coso, 2",,Navarrete,La Rioja,La Rioja,26360,es,914 908 900,42.4289476,-2.5622999,de 09:00 a 21:00,de 09:30 a 14:30,https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/navarrete-2-la-rioja-s.aspx,"Entrega a domicilio,Punto de reciclaje",3292,4353
Carrefour Express Calle Humilladero,Supermercado Carrefour Express,"Calle Humilladero, 25",,Madrid,Madrid,Comunidad de Madrid,28005,es,914 908 900,40.409299,-3.7102135,"de 08:00 a 23:00, viernes y sábados de 08:00 a 00:00",de 10:00 a 00:00 (de 09:00 a 14:00 si es medio día),https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/calle-humilladero-25-madrid-s.aspx,Entrega a domicilio,2680,6284
Carrefour Express Avenida Juan Sebastián Elcano,Supermercado Carrefour Express,"Avenida Juan Sebastián el Cano, 37-39",,Badajoz,Badajoz,Extremadura,06003,es,914 908 900,38.8702415,-6.9679231,de 09:00 a 21:45,de 09:00 a 21:45,https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/avenida-juan-sebastian-el-cano-badajoz-s.aspx,,3357,4561
