osm_id,nome,marca,filial,tipo_comercio,amenidade,morada_completa,rua,numero_porta,codigo_postal,cidade,suburbio,estado,pais,telefone,email,website,horario,entrega,auto_checkout,estacionamento,acessibilidade_cadeira_rodas,latitude,longitude
node/1159228751,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,39.3960155,-0.4080192
way/1161635425,Mercadona,,,supermarket,,,,,,,,,,,,,,,,,,41.5771952,1.640887
way/1162454691,Mercadona,Mercadona,,supermarket,,Calle Toledo 21,Calle Toledo,21,45100,Sonseca,,,,+34 925 38 16 14,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,yes,39.6793657,-3.971803
node/1167182778,Mercadona,Mercadona,Edificio CEMAR,supermarket,,Plaza de Grecia 1,Plaza de Grecia,1,45005,Toledo,,,,,,https://www.mercadona.es,,,,,,39.8827643,-4.0254849
way/1168253743,Mercadona,Mercadona,,supermarket,,Rúa 25 de Xullo,Rúa 25 de Xullo,,,O Carballiño,,,,,,https://www.mercadona.es,,,,,yes,42.4307431,-8.06777
way/1168483668,Mercadona,,,supermarket,,,,,,,,,,,,,,,,,,41.5781999,1.6036207
node/1168968680,Mercadona,Mercadona,,supermarket,,Carretera Baja 43,Carretera Baja,43,4860,,,,,+34 950440381,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,37.3570796,-2.2885822
way/1172836766,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,39.4576158,-0.3634419
way/1177279547,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,43.1796485,-2.6485205
way/1178767976,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,Mo-Sa 09:00-21:00,,,,,41.3889549,1.941966
way/1181117051,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,42.3034282,-5.9010801
node/1181380268,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,39.3535638,-0.6107817
way/1184548916,Mercadona,Mercadona,,supermarket,,Calle Rafaela de las Casas González,Calle Rafaela de las Casas González,,,,,,,+34 928 50 36 53,,,Mo-Sa 09:00-21:30,,,,,28.0964923,-15.4423719
way/1188650612,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,Mo-Sa 09:00-21:30,,,,yes,37.3026146,-6.309609
node/1192762961,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,Mo-Sa 09:00-21:30,,,,,28.1201112,-15.6719291
node/1195845305,Mercadona,Mercadona,,supermarket,,Carrer Doctor Barraquer s/n,Carrer Doctor Barraquer,s/n,3760,Ondara,,,,+34 966476995,,,Mo-Sa 09:00-21:30,,,,yes,38.8292931,0.0162021
way/1198442172,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,39.3674934,-0.4667646
node/1198831238,Mercadona,Mercadona,,supermarket,,Calle Gran Bretaña,Calle Gran Bretaña,,,,,,,34922715150,,,Mo-Sa 09:00-21:30,,,,,28.0771428,-16.7314168
way/1201062215,Mercadona,Mercadona,,supermarket,,Avenida de Pontevedra s/n,Avenida de Pontevedra,s/n,,,,,,+34 986599565,,,,,,,,42.6860868,-8.5009022
way/1203090263,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,38.7069272,-0.9821189
way/1203963678,Mercadona,Mercadona,,supermarket,,Avenida del Ferrocarril,Avenida del Ferrocarril,,11100,San Fernando,,,,+34 856 03 23 91,,https://www.mercadona.es/,,,,,,36.4757969,-6.2005484
way/1207243466,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,39.6215295,-0.5863341
way/1210430171,Mercadona,Mercadona,,supermarket,,,,,23620,Mengibar,,,,,,,,,,,,37.9729728,-3.8035965
way/1210878298,Mercadona,Mercadona,,supermarket,,,,,49600,Benavente,,,,,,https://www.mercadona.es,Mo-Sa 09:15-21:15,,,,,41.9930985,-5.6784124
way/1212189123,Mercadona,Mercadona,,supermarket,,Avenida de Juan Carlos I 54,Avenida de Juan Carlos I,54,23100,,,,,+34 953 29 91 09,,,"Mo-Th,Sa 09:00-21:30",,,,yes,37.7899539,-3.6085377
way/1212451830,Mercadona,Mercadona,,supermarket,,Avinguda de Salou 118,Avinguda de Salou,118,,Reus,,,,,,https://www.mercadona.es,,,,,,41.1406975,1.1174926
way/1219309460,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,41.4943804,2.1568866
way/1219581667,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,36.73432,-4.1036566
node/1223700874,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,40.3719903,-3.6950556
node/1223828599,Mercadona,Mercadona,,supermarket,,Avinguda de l'Alcalde Pere Molas 36,Avinguda de l'Alcalde Pere Molas,36,43480,Vila-seca,,,,,,https://www.mercadona.es,,,,,yes,41.0958153,1.1511638
way/1227002962,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,39.2633314,-0.4665147
way/1228031637,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,yes,42.5267876,-7.5213662
way/1228518509,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,yes,38.2760018,-0.6764999
way/1228521449,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,38.2742461,-0.6676648
way/1228947016,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,37.3347466,-6.0654216
way/1230701513,Mercadona,,,supermarket,,,,,,,,,,,,,,,,,,42.8582837,-2.6598722
node/1233115836,Mercadona,Mercadona,,supermarket,,,,,,Vila-seca,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:00,,,,yes,41.1089564,1.1505804
way/1236709848,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,37.2968402,-4.8815316
way/1239763485,Mercadona,Mercadona,,supermarket,,,,,8500,Vic,,,,,,,,,,,,41.9395045,2.2549215
way/1239997182,Mercadona,Mercadona,,supermarket,,Estrada do Cruceiro,Estrada do Cruceiro,,,,,,,+34 986 95 07 94,,https://www.mercadona.es/,Mo-Sa 09:00-21:30,,,,yes,42.282576,-8.6181639
way/1240833222,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,38.0348387,-1.4913033
node/1241876162,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,41.5181269,2.1252405
way/1245215170,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,41.5259155,0.3374152
way/1254990793,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,43.3201751,-3.0463845
way/1255759184,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,Mo-Sa 09:00-21:30,,,,,37.6216004,-0.8836595
way/1256087244,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,43.3112042,-4.2501689
node/1258446466,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,36.5909558,-4.5353418
node/1259431714,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:30-21:30,,,,,40.5407781,-3.4652627
way/1260709082,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,36.742817,-5.7943768
way/1264237891,Mercadona,Mercadona,,supermarket,,Carrer dels Furs 15,Carrer dels Furs,15,46450,Benifaió,,,,,,,,,,,,39.2887757,-0.4225061
way/1264653658,Mercadona,Mercadona,,supermarket,,Paseo del Muelle 13,Paseo del Muelle,13,45600,Talavera de la Reina,,,,34925189731,,https://www.mercadona.es/,Mo-Sa 09:00-21:30,,,,,39.9656968,-4.8272668
way/1268309321,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,37.5425645,-5.8806504
node/1270451696,Mercadona,Mercadona,,supermarket,,Calle Burgo de Osma 28,Calle Burgo de Osma,28,9400,Aranda de Duero,,,,+34 947 51 12 12,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,yes,41.6674486,-3.6888361
way/1270980486,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,36.5289546,-6.1847974
node/1271180904,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo 09:00-21:00; Tu-Sa 09:00-22:00,,,,yes,41.2387489,1.8088415
way/1271834892,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,39.9743584,-0.0614524
way/1275512388,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,41.4815659,1.9155394
node/1278600799,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,Mo-Sa 09:00-21:30,,,,,28.4693801,-16.2936605
way/1279478132,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,39.4815619,-0.3903147
way/1280245542,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,43.2295979,-2.8575475
way/1280380456,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,36.4276681,-5.1576534
way/1285299086,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,42.4633473,-2.4642796
way/1285795152,Mercadona,Mercadona,,supermarket,,Calle Arca Real 101,Calle Arca Real,101,47013,Valladolid,,,,+34 983708040,,,Mo-Sa 09:00-21:30,,,,,41.6297432,-4.7261003
way/1285890399,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,yes,42.0376213,-8.6611284
way/1288126946,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,40.2889973,-4.0045593
node/1290072466,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,36.7789178,-4.1033623
node/1290103386,Mercadona,Mercadona,,supermarket,,Calle Alcalde Juan Barranquero 5,Calle Alcalde Juan Barranquero,5,,Vélez-Málaga,,,,,,https://www.mercadona.es,,,,,,36.7816302,-4.1079589
way/1290254402,Mercadona,Mercadona,,supermarket,,Calle Teruel 5,Calle Teruel,5,26006,Logroño,,,,,,https://www.mercadona.es,,,,,,42.4604132,-2.4229918
way/1291664073,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:00,,,,,41.4284355,2.1649658
node/1291727875,Mercadona,Mercadona,,supermarket,,Calle Risquillo Bajo,Calle Risquillo Bajo,,23400,Úbeda,,,,,,https://www.mercadona.es,,,,,,38.018075,-3.3628202
way/1292321365,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,Mo-Sa 09:00-21:30,,,,,37.1878453,-3.6232488
way/1308148645,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,Mo-Sa 09:00-21:30,,,,,41.5419533,1.8968
way/1308688178,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,36.1145162,-5.4409776
node/1312338268,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,38.5778163,-0.1306107
node/1317348421,Mercadona,Mercadona,,supermarket,,Calle de Estrella de Elola 11,Calle de Estrella de Elola,11,28341,Valdemoro,,,,,,https://www.mercadona.es,,,,,,40.1918586,-3.6785075
node/1319453552,Mercadona,Mercadona,,supermarket,,Carrer de Mossèn Cinto Verdaguer 131,Carrer de Mossèn Cinto Verdaguer,131,8922,Santa Coloma de Gramenet,,,,,,https://www.mercadona.es,,,,,,41.4493864,2.2180774
node/1327876747,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:15-21:15,,,,,41.916065,0.1873679
node/1328781946,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,39.5000316,-0.4373476
way/1331599902,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,39.4254074,-0.4227576
way/1336650251,Mercadona,Mercadona,,supermarket,,Avinguda de Vicent Blasco Ibáñez 108,Avinguda de Vicent Blasco Ibáñez,108,46470,Massanassa,,,,+34 961 25 23 33,,,,,,,,39.4130977,-0.3989401
way/1337590291,Mercadona,,,supermarket,,,,,,,,,,,,,,,,,,39.3860723,-3.2337516
node/1340274912,Mercadona,Mercadona,,supermarket,,Calle Marqués de Murrieta 16,Calle Marqués de Murrieta,16,26005,Logroño,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,42.4657466,-2.453178
way/1341831147,Mercadona,Mercadona,,supermarket,,,,,,,,,,+34 966 13 04 86,,https://www.mercadona.es,Mo-Sa 09:00-22:00; Su 09:00-15:00,,,,yes,37.9270807,-0.7353794
way/1342231923,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,Mo-Sa 09:00-21:30,,,,yes,37.4113395,-1.5662688
way/1342708207,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,yes,37.5719883,-1.2686966
way/1343430980,Mercadona,Mercadona,,supermarket,,Rúa Valle Inclán 15,Rúa Valle Inclán,15,36600,Vilagarcía de Arousa,,,,+34 986 49 98 69,,https://www.mercadona.es/,,,,,,42.5926289,-8.7717142
way/1347170803,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,40.1658786,-3.6334736
way/1351151975,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,yes,36.7494416,-5.8231005
way/1352929530,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,Mo-Sa 09:00-21:00,,,,,37.5752644,-1.7968746
way/1357862442,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,38.9635255,-5.8556984
way/1358627276,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,37.4306725,-5.9710796
node/1362191099,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,41.5649986,2.0049872
way/1363315803,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,37.9978927,-1.1903725
way/1365836671,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,42.4482542,-2.4188004
way/1366015704,Mercadona,Mercadona,Sa Pobla,supermarket,,Carretera d'Inca,Carretera d'Inca,,7420,Sa Pobla,,,,,,,Mo-Sa 09:00-21:30,,,,yes,39.7724004,3.0152621
way/1366652772,Mercadona,Mercadona,,supermarket,,Avenida de Santiponce,Avenida de Santiponce,,41980,La Algaba,,,,,,,,,,,,37.4622626,-6.018481
way/1367283588,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,yes,39.8122487,-3.9859308
way/1370042474,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,41.7720492,-2.4735185
way/1371058327,Mercadona,Mercadona,,supermarket,,Avinguda del Camí Nou 128,Avinguda del Camí Nou,128,46910,Benetússer,,,,+34 963 75 43 62,,https://www.mercadona.es/,,,,,,39.420255,-0.3971663
way/1373517689,Mercadona,Mercadona,,supermarket,,Camí Reial 99,Camí Reial,99,46470,Catarroja,,,,+34 961 20 44 18,,https://www.mercadona.es/,,,,,,39.4002532,-0.4041203
way/1374141280,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,37.4266406,-5.9766103
node/1376025782,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,"Mo-Sa 09:00-21:30; Su,PH off",,,,yes,37.3501025,-6.0518262
way/1379114087,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,42.667705,-8.1155654
way/1381662045,Mercadona,Mercadona,,supermarket,,Carretera de la Bateria de la Ardila,Carretera de la Bateria de la Ardila,,11100,San Fernando,,,,,,,,,,,,36.4542507,-6.2174289
way/1382313082,Mercadona,Mercadona,,supermarket,,Avenida de los Estudiantes 1a,Avenida de los Estudiantes,1a,,,,,,+34 876 00 59 70,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,yes,41.6721232,-0.8279177
way/1389653518,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,37.5169765,-5.9859305
node/1394730355,Mercadona,Mercadona,,supermarket,,,,,,,,,,34923136399,,https://www.mercadona.es,Mo-Sa 09:15-21:15,,,,yes,40.9691431,-5.6694375
way/1395550407,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,43.2775929,-2.1713112
way/1395951389,Mercadona,Mercadona,,supermarket,,Calle Juan XXIII,Calle Juan XXIII,,14270,Hinojosa del Duque,,,,,,,,,,,,38.504174,-5.1478323
way/1396842305,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,Mo-Sa 09:00-21:00,,,,yes,41.073737,1.0560479
node/1410539630,Mercadona,Mercadona,,supermarket,,Avda. de España,Avda. de España,,10600,Plasencia,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,40.0234234,-6.0960896
way/1415365610,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,27.9176028,-15.4322241
node/1415551477,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,40.5474632,-3.6342391
way/1415889399,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,39.5881344,2.6726427
way/1417916630,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es/va,Mo-Sa 09:00-21:30,,,,yes,39.4797645,-0.4248814
way/1419231629,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,38.0876866,-3.6313203
way/1422438323,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,39.3740222,3.2227205
node/1427182658,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,yes,37.1860359,-3.6032488
way/1431499384,Mercadona,Mercadona,,supermarket,,Ronda del Ferrocarril 14,Ronda del Ferrocarril,14,50600,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,42.1199523,-1.1446601
node/1437271766,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,"PH,Mo-Su 09:00-21:30",,,,yes,40.4004807,-3.712361
node/1437443409,Mercadona,Mercadona,,supermarket,,Avenida de Lisboa,Avenida de Lisboa,,,Oviedo / Uviéu,,,,,,https://www.mercadona.es,,,,,yes,43.3727866,-5.8305013
way/1441619762,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,38.2420956,-1.4073216
way/1443190753,Mercadona,Mercadona,,supermarket,,,,,,,,,,+34 965 55 54 13,,https://www.mercadona.es/,Mo-Sa 09:00-21:30,,,,yes,38.3606606,-0.4901893
way/1443736805,Mercadona,Mercadona,,supermarket,,,,,,,,,,+34 947 42 65 99,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,42.695669,-2.9533959
way/1446855110,Mercadona,Mercadona,,supermarket,,Avenida Sarmiento Rivera 16,Avenida Sarmiento Rivera,16,36860,Ponteareas,,,,,,,,,,,,42.1710497,-8.5011094
way/1455935153,Mercadona,,,supermarket,,,,,,,,,,,,,,,,,,43.5088748,-5.6950673
way/1456391669,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,39.2233863,-0.5204354
way/1456491194,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,43.5665745,-7.2623652
way/1459376343,Mercadona,Mercadona,,supermarket,,,,,,,,,,800500220,,https://www.mercadona.es,Mo-Sa 09:00-22:00,,,,yes,38.541483,-0.1281251
way/1459778692,Mercadona,Mercadona,,supermarket,,Avenida de Orejo,Avenida de Orejo,,39719,Orejo,,,,+34 942066507,,,,,no,,yes,43.3939849,-3.7470279
way/1464458484,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,39.468902,-0.4242701
way/1472062286,Mercadona,Mercadona,,supermarket,,Gregorio Marañón s/n,Gregorio Marañón,s/n,6300,Zafra,,,,34824907214,,,Mo-Sa 09:00-21:30,,,,,38.431098,-6.4169952
node/1474264704,Mercadona,Mercadona,,supermarket,,,,,46015,,,,,,,https://www.mercadona.es,Mo-Sa 09:15-21:15,,,,,39.4911683,-0.3957917
way/1474466325,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,37.4811107,-5.9594352
way/1482048637,Mercadona,Mercadona,,supermarket,,Rúa República Arxentina 14,Rúa República Arxentina,14,36900,Marín,,,,+34 986 95 60 91,,https://www.mercadona.es,Mo-Sa 09:30-21:30,,,,,42.3902865,-8.6962083
way/1482438852,Mercadona,Mercadona,,supermarket,,Carrer del Secretari Juan Antonio Baldoví 9,Carrer del Secretari Juan Antonio Baldoví,9,3502,Benidorm,,,,,,https://www.mercadona.es,,,,,,38.5319517,-0.1661388
way/1484937833,Mercadona,Mercadona,,supermarket,,Paseo de los Melancólicos 30,Paseo de los Melancólicos,30,28005,Madrid,,,,,,,,,,,,40.4028127,-3.7207111
node/1485252920,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,yes,40.3312159,-1.0932913
node/1485309706,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,40.0623585,-2.127905
way/1485742791,Mercadona,Mercadona,,supermarket,,carrer Antonio Machado 84,carrer Antonio Machado,84,3204,Elche/Elx,,,,,,,Mo-Sa 09:00-21:30,,,,,38.2618858,-0.7138007
way/1485750504,Mercadona,Mercadona,,supermarket,,Gran Vía de Aulio Cornelio Palma 51,Gran Vía de Aulio Cornelio Palma,51,,,,,,+34 957 194114,,,,,,,,37.7025655,-5.2765161
way/1490680614,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es/,Mo-Sa 09:00-09:30,,,,yes,37.6312817,-0.7071144
node/1494411822,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,39.468255,-6.3903646
way/1498269898,Mercadona,Mercadona,,supermarket,,,,,18240,Pinos Puente,,,,,,,,,,,,37.2487601,-3.7545863
node/1499045224,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,39.5758236,2.6408121
way/1502058858,Mercadona,Mercadona,,supermarket,,Carretera de La Solana 46,Carretera de La Solana,46,13200,Manzanares,,,,+34 926208102,,https://www.mercadona.es,,,,,,38.9972451,-3.3630194
way/1502535089,Mercadona,Mercadona,,supermarket,,Carrer Gandia 16,Carrer Gandia,16,46760,Tavernes de la Valldigna,,,,+34 961 58 38 41,,https://www.mercadona.es/,Mo-Su 09:00-21:30,,,,,39.0714049,-0.2605241
way/1514082142,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,38.8601343,-6.9881927
way/1524831036,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,41.3239425,-4.921098
way/1525684248,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,42.0781048,-7.721528
way/1526542579,Mercadona,Mercadona,,supermarket,,Avinguda del Baix Llobregat,Avinguda del Baix Llobregat,,8940,Cornellà de Llobregat,,,,,,https://www.mercadona.es,Mo-Sa 9:30-22:00,,,,yes,41.3479255,2.0769936
way/1530330689,Mercadona,Mercadona,,supermarket,,Avenida Víctimas del Terrorismo 8,Avenida Víctimas del Terrorismo,8,28660,,,,,,,,Mo-Sa 09:00-21:30,,,,,40.409946,-3.9074731
way/1531736468,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,40.2593515,-3.8205753
node/1535818142,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,yes,38.9060059,-6.3527931
way/1537690948,Mercadona,Mercadona,,supermarket,,Calle Alfonso VI 8,Calle Alfonso VI,8,28343,Valdemoro,,,,,,,,,,,,40.1969199,-3.6664774
node/1538008340,Mercadona,Mercadona,,supermarket,,,,,,Granada,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,37.159214,-3.6058138
node/1541999039,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,yes,39.5663959,3.2120243
node/1548788636,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,36.4151722,-6.1457067
node/1557526879,Mercadona,Mercadona,,supermarket,,Carretera de Murcia 119,Carretera de Murcia,119,30430,Cehegín,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,38.0875353,-1.7894623
node/1575540207,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,yes,38.9863685,-1.86854
node/1583967039,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,37.3542265,-5.8580908
node/1585222568,Mercadona,Mercadona,,supermarket,,Avenida Víctimas del Terrorismo 2,Avenida Víctimas del Terrorismo,2,,,,,,+34 91 858 15 38,,https://www.mercadona.es,,,,,,40.5836556,-3.9971024
node/1594857166,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,39.4883983,-0.3751377
node/1595055329,Mercadona,Mercadona,,supermarket,,,,,,Córdoba,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,yes,37.8938571,-4.7988497
node/1595174880,Mercadona,Mercadona,,supermarket,,Avenida Estrella del Mar 21,Avenida Estrella del Mar,21,29630,,,,,34951295666,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,36.5845742,-4.5551626
node/1595401596,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,39.4630901,-0.3465184
node/1596290145,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,yes,41.3715253,2.0876116
node/1596938811,Antiguo Mercadona,,,supermarket,,,,,,,,,,,,,,,,,,40.2226212,-3.849967
node/1597495435,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,38.0077566,-1.1517105
node/1623864193,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,36.4566369,-6.2080766
node/1623969358,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,37.160919,-3.5963927
node/1626718330,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,Mo-Sa 09:00-21:30,,,,,27.7660297,-15.5742245
node/1634474463,Mercadona,Mercadona,,supermarket,,,,,,,,,,+34 957 52 45 26,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,37.4701545,-4.4435137
node/1640830116,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,41.6816071,2.4890108
node/1646793104,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,38.1169382,-1.3052773
node/1659882333,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,38.3443525,-0.5084098
node/1662391479,Mercadona,Mercadona,,supermarket,,Carrer del Carme 179,Carrer del Carme,179,17004,,,,,+34 972201605,,https://www.mercadona.es,,,,,,41.9750312,2.8259561
node/1666248146,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,38.267388,-0.716092
node/1667454433,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,39.4311739,-0.4164651
node/1671632000,Mercadona,Mercadona,,supermarket,,Carrer de José María Haro (Magistrat) 6,Carrer de José María Haro (Magistrat),6,46022,València,,,,+34 963720079,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,39.468306,-0.3386173
