objectNumber,storeName,distance,additionalOpeningInfo,seo,address.streetName,address.streetNumber,address.city,address.zip,address.state,address.longitude,address.latitude,status.name,status.from,status.to,openingHours.timeZone,openingHours.items,marketingData.externalUrl,marketingData.offerRegion,marketingData.offerRegionName,marketingData.zone,marketingData.zoneName,marketingData.infoIcons,marketingData.salesAssociationAddress
ES06031,Benalmádena-Torrequebrada,,"[{'locale': 'es-ES', 'headline': None, 'subtext': None}]","[{'locale': 'es-ES', 'text': 'Tu tienda Lidl en Benalmádena: Calidad y frescura cada día  \n  \nTu tienda Lidl te espera en la Avenida Europa 2 en Benalmádena. Aquí encontrarás todo lo que necesitas para tu día a día, combinando calidad con precios ajustados. Te ofrecemos una amplia gama de frutas y verduras frescas de temporada, pan y bollería recién horneados, pescado fresco, diversos cortes de carne y embutidos de alta calidad. Además, dispones de productos ecológicos y artículos para el hogar. Para ahorrar aún más, descarga la app Lidl Plus y activa tus cupones.  \n  \nDescubre nuestras apreciadas marcas propias y una gran selección de bebidas, desde vinos tintos y blancos de España y del mundo hasta conocidos licores. Ya sea para la compra semanal, un producto para llevar o para organizar tu próxima fiesta, tenemos lo que buscas. Consulta nuestras ofertas de los lunes y viernes en el folleto o en línea. Para tu comodidad, la tienda cuenta con parking, punto de recarga de VE, Wi-Fi gratis, cajas de autopago, taquillas y es un local accesible. Puedes pagar en efectivo, con tarjeta de crédito o débito.'}]",Avenida Europa,2,Benalmádena,29630,Andalucía,-4.54264,36.58146,open,,,Europe/Madrid,"[{'date': '2026-07-13', 'timeRanges': [{'from': '2026-07-13T09:00:00', 'to': '2026-07-13T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-14', 'timeRanges': [{'from': '2026-07-14T09:00:00', 'to': '2026-07-14T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-15', 'timeRanges': [{'from': '2026-07-15T09:00:00', 'to': '2026-07-15T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-16', 'timeRanges': [{'from': '2026-07-16T09:00:00', 'to': '2026-07-16T22:00:00'}], 'reason': 'HOLIDAY'}, {'date': '2026-07-17', 'timeRanges': [{'from': '2026-07-17T09:00:00', 'to': '2026-07-17T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-18', 'timeRanges': [{'from': '2026-07-18T09:00:00', 'to': '2026-07-18T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-19', 'timeRanges': [{'from': '2026-07-19T09:00:00', 'to': '2026-07-19T22:00:00'}], 'reason': 'SUNDAY_PERIOD'}]",,44,Málaga,PEN,Peninsula,"[{'id': 4, 'name': 'parking', 'translationName': 'icon.parking', 'odsName': 'parking', 'category': 'service'}, {'id': 9, 'name': 'eCharger', 'translationName': 'icon.echarger', 'odsName': 'e-charging-station', 'category': 'service'}, {'id': 3, 'name': 'package', 'translationName': 'icon.package', 'odsName': 'packstation', 'category': 'service'}, {'id': 35, 'name': 'freeWiFi', 'translationName': 'icon.freeWiFi', 'odsName': 'wifi', 'category': 'service'}, {'id': 13, 'name': 'shopNGo', 'translationName': 'icon.shopNGo', 'odsName': 'self-check-out', 'category': 'service'}]",
ES06032,Málaga-Litoral,,"[{'locale': 'es-ES', 'headline': None, 'subtext': None}]","[{'locale': 'es-ES', 'text': 'Tu compra fácil y de calidad en Lidl Málaga  \n  \nTe esperamos en tu tienda Lidl en C/ Villanueva de Algaidas, 6, en Málaga, donde la compra inteligente y la calidad van de la mano. Aquí encontrarás una amplia selección de frutas y verduras de temporada, pan y bollería recién horneados, pescado fresco, y una cuidada variedad de carnes y embutidos. Además, te ofrecemos productos ecológicos, artículos para el hogar y nuestras reconocidas marcas propias. Para tu comodidad, la tienda cuenta con parking, cajas de autopago, Wi-Fi gratis, taquillas, punto de recarga para vehículos eléctricos y es un local accesible.  \n  \nNo te olvides de la app Lidl Plus para activar cupones y ahorrar aún más. Descubre también nuestra selección de vinos tintos y blancos, tanto nacionales como internacionales, y otras bebidas. Ya sea para la compra semanal, una comida rápida o para organizar una celebración, tenemos lo que necesitas. Consulta las ofertas del lunes y viernes en el folleto o en nuestra web. Al pagar, puedes utilizar efectivo, tarjeta de crédito o débito.'}]","C/ Villanueva de Algaidas,",6,Málaga,29004,Andalucía,-4.45636,36.68662,open,,,Europe/Madrid,"[{'date': '2026-07-13', 'timeRanges': [{'from': '2026-07-13T09:00:00', 'to': '2026-07-13T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-14', 'timeRanges': [{'from': '2026-07-14T09:00:00', 'to': '2026-07-14T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-15', 'timeRanges': [{'from': '2026-07-15T09:00:00', 'to': '2026-07-15T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-16', 'timeRanges': [{'from': '2026-07-16T09:00:00', 'to': '2026-07-16T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-17', 'timeRanges': [{'from': '2026-07-17T09:00:00', 'to': '2026-07-17T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-18', 'timeRanges': [{'from': '2026-07-18T09:00:00', 'to': '2026-07-18T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-19', 'timeRanges': [{'from': '2026-07-19T09:00:00', 'to': '2026-07-19T22:00:00'}], 'reason': 'SUNDAY_PERIOD'}]",,44,Málaga,PEN,Peninsula,"[{'id': 4, 'name': 'parking', 'translationName': 'icon.parking', 'odsName': 'parking', 'category': 'service'}, {'id': 9, 'name': 'eCharger', 'translationName': 'icon.echarger', 'odsName': 'e-charging-station', 'category': 'service'}, {'id': 3, 'name': 'package', 'translationName': 'icon.package', 'odsName': 'packstation', 'category': 'service'}, {'id': 35, 'name': 'freeWiFi', 'translationName': 'icon.freeWiFi', 'odsName': 'wifi', 'category': 'service'}, {'id': 13, 'name': 'shopNGo', 'translationName': 'icon.shopNGo', 'odsName': 'self-check-out', 'category': 'service'}]",
ES06033,Granada-Juan Pablo II,,"[{'locale': 'es-ES', 'headline': None, 'subtext': None}]","[{'locale': 'es-ES', 'text': 'Tu tienda Lidl en Granada: Calidad y frescura a tu alcance  \n  \nTu tienda Lidl en la Avda. Juan Pablo II, 23 de Granada te da la bienvenida. Aquí te espera una experiencia de compra pensada para ti, que buscas calidad sin renunciar a un buen precio. Recorre nuestros pasillos y encuentra una gran variedad de fruta y verdura fresca de temporada, pan y bollería recién horneados cada día, además de pescado fresco, diferentes cortes de carne y embutidos de alta calidad.  \n  \nYa sea para tu compra semanal, una comida rápida para llevar o para organizar la próxima fiesta familiar, tenemos lo que necesitas. Descubre nuestras marcas propias, productos ecológicos y una cuidada selección de vinos tintos y blancos, tanto nacionales como internacionales, y otras bebidas. Para que tu visita sea aún más cómoda, te ofrecemos parking, Wi-Fi gratis, cajas de autopago y un punto de recarga para vehículos eléctricos. No olvides activar tus cupones en la app Lidl Plus para ahorrar en cada compra.  \n  \nPuedes pagar con tarjeta de crédito, débito o en efectivo.'}]","Avda. Juan Pablo II,",23,Granada,18013,Andalucía,-3.61135,37.19792,open,,,Europe/Madrid,"[{'date': '2026-07-13', 'timeRanges': [{'from': '2026-07-13T09:00:00', 'to': '2026-07-13T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-14', 'timeRanges': [{'from': '2026-07-14T09:00:00', 'to': '2026-07-14T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-15', 'timeRanges': [{'from': '2026-07-15T09:00:00', 'to': '2026-07-15T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-16', 'timeRanges': [{'from': '2026-07-16T09:00:00', 'to': '2026-07-16T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-17', 'timeRanges': [{'from': '2026-07-17T09:00:00', 'to': '2026-07-17T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-18', 'timeRanges': [{'from': '2026-07-18T09:00:00', 'to': '2026-07-18T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-19', 'timeRanges': [], 'reason': 'REGULAR'}]",,46,Granada,PEN,Peninsula,"[{'id': 4, 'name': 'parking', 'translationName': 'icon.parking', 'odsName': 'parking', 'category': 'service'}, {'id': 9, 'name': 'eCharger', 'translationName': 'icon.echarger', 'odsName': 'e-charging-station', 'category': 'service'}, {'id': 3, 'name': 'package', 'translationName': 'icon.package', 'odsName': 'packstation', 'category': 'service'}, {'id': 35, 'name': 'freeWiFi', 'translationName': 'icon.freeWiFi', 'odsName': 'wifi', 'category': 'service'}, {'id': 13, 'name': 'shopNGo', 'translationName': 'icon.shopNGo', 'odsName': 'self-check-out', 'category': 'service'}]",
ES06034,Albolote,,"[{'locale': 'es-ES', 'headline': None, 'subtext': None}]","[{'locale': 'es-ES', 'text': 'Tu tienda Lidl en Albolote: Calidad y Frescura a tu Alcance  \n  \nTe esperamos en tu tienda Lidl en Albolote, situada en la Calle Motril, Parcela 242, en el P.I. Juncaril. Aquí te espera una experiencia de compra cómoda, pensada para clientes que buscan calidad a buen precio. Disfruta de nuestra amplia selección de frutas y verduras de temporada, pan y bollería recién horneados, pescado fresco, así como una variada oferta de carnes y embutidos de alta calidad. Además, encontrarás productos ecológicos y todo lo necesario para tu hogar.  \n  \nYa sea para la compra semanal, una comida rápida para llevar o los preparativos de una fiesta familiar, tenemos lo que necesitas. Explora nuestras marcas propias y nuestra selección de vinos tintos y blancos, tanto nacionales como internacionales, y otras bebidas. No te pierdas las ofertas que comienzan cada lunes y viernes, disponibles en el folleto o en línea. Ahorra más con la app Lidl Plus activando tus cupones.  \n  \nPara tu comodidad, la tienda es un local accesible y cuenta con parking, cajas de autopago, taquillas, Wi-Fi gratis y punto de recarga para vehículos eléctricos. Puedes pagar en efectivo, con tarjeta de crédito o débito.'}]",C/ Motril,242,Albolote,18220,Andalucía,-3.64902,37.22619,open,,,Europe/Madrid,"[{'date': '2026-07-13', 'timeRanges': [{'from': '2026-07-13T09:00:00', 'to': '2026-07-13T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-14', 'timeRanges': [{'from': '2026-07-14T09:00:00', 'to': '2026-07-14T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-15', 'timeRanges': [{'from': '2026-07-15T09:00:00', 'to': '2026-07-15T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-16', 'timeRanges': [{'from': '2026-07-16T09:00:00', 'to': '2026-07-16T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-17', 'timeRanges': [{'from': '2026-07-17T09:00:00', 'to': '2026-07-17T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-18', 'timeRanges': [{'from': '2026-07-18T09:00:00', 'to': '2026-07-18T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-19', 'timeRanges': [], 'reason': 'REGULAR'}]",,46,Granada,PEN,Peninsula,"[{'id': 4, 'name': 'parking', 'translationName': 'icon.parking', 'odsName': 'parking', 'category': 'service'}, {'id': 35, 'name': 'freeWiFi', 'translationName': 'icon.freeWiFi', 'odsName': 'wifi', 'category': 'service'}, {'id': 13, 'name': 'shopNGo', 'translationName': 'icon.shopNGo', 'odsName': 'self-check-out', 'category': 'service'}]",
ES06035,Motril-Cmno. de las Ventillas,,"[{'locale': 'es-ES', 'headline': None, 'subtext': None}]","[{'locale': 'es-ES', 'text': 'Tu tienda Lidl en Motril: Calidad y frescura a tu alcance  \n  \nTu tienda Lidl te espera en la Calle Piedad s/n, en Motril, para ofrecerte una experiencia de compra cómoda y completa. Aquí encontrarás todo lo que necesitas para tu día a día, combinando calidad con precios ajustados. Te espera una gran variedad de fruta y verdura fresca de temporada, pan y bollería recién horneados, pescado fresco, diversos cortes de carne y embutidos de alta calidad. Además, disponemos de productos ecológicos, artículos para el hogar y nuestras apreciadas marcas propias.  \n  \nPlanifica tu compra para la semana, busca algo rápido para llevar en tu pausa del mediodía o prepara tu próxima fiesta familiar. Explora nuestra selección de bebidas, que incluye vinos tintos y blancos de España y del mundo, así como conocidos licores. Para que tu visita sea aún más agradable, te ofrecemos servicios como parking, punto de recarga para vehículos eléctricos, Wi-Fi gratis, taquillas, cajas de autopago y un local accesible. No olvides activar tus cupones en la app Lidl Plus para ahorrar. Consulta las nuevas ofertas cada lunes y viernes en nuestro folleto o en la web. Al pagar, puedes utilizar efectivo, tarjeta de crédito o débito.'}]",Piedad,s/n,Motril,18600,Andalucía,-3.50919,36.74196,open,,,Europe/Madrid,"[{'date': '2026-07-13', 'timeRanges': [{'from': '2026-07-13T09:00:00', 'to': '2026-07-13T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-14', 'timeRanges': [{'from': '2026-07-14T09:00:00', 'to': '2026-07-14T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-15', 'timeRanges': [{'from': '2026-07-15T09:00:00', 'to': '2026-07-15T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-16', 'timeRanges': [{'from': '2026-07-16T09:00:00', 'to': '2026-07-16T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-17', 'timeRanges': [{'from': '2026-07-17T09:00:00', 'to': '2026-07-17T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-18', 'timeRanges': [{'from': '2026-07-18T09:00:00', 'to': '2026-07-18T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-19', 'timeRanges': [{'from': '2026-07-19T09:00:00', 'to': '2026-07-19T22:00:00'}], 'reason': 'SUNDAY_PERIOD'}]",,46,Granada,PEN,Peninsula,"[{'id': 4, 'name': 'parking', 'translationName': 'icon.parking', 'odsName': 'parking', 'category': 'service'}, {'id': 9, 'name': 'eCharger', 'translationName': 'icon.echarger', 'odsName': 'e-charging-station', 'category': 'service'}, {'id': 3, 'name': 'package', 'translationName': 'icon.package', 'odsName': 'packstation', 'category': 'service'}, {'id': 35, 'name': 'freeWiFi', 'translationName': 'icon.freeWiFi', 'odsName': 'wifi', 'category': 'service'}]",
ES06036,Málaga-Churriana,,"[{'locale': 'es-ES', 'headline': None, 'subtext': None}]","[{'locale': 'es-ES', 'text': 'Tu tienda Lidl en Málaga: Calidad y ahorro a tu alcance  \n  \nTe esperamos en tu tienda Lidl en la Ctra. Coín, 47, en Málaga, donde tu compra es una experiencia cómoda y completa. Aquí encontrarás todo lo que necesitas para tu día a día, combinando calidad con precios ajustados. Disfruta de nuestra amplia selección de fruta y verdura de temporada, pan y bollería recién horneados, pescado fresco, y una gran variedad de carnes y embutidos de calidad. Además, te ofrecemos productos ecológicos y artículos de hogar.  \n  \nAprovecha las ventajas de nuestra app Lidl Plus y activa tus cupones para ahorrar aún más. Descubre nuestras marcas propias y una cuidada selección de vinos tintos y blancos, tanto nacionales como internacionales, y otras bebidas. Ya sea para tu compra semanal, algo rápido para llevar o para organizar una fiesta, tenemos lo que buscas. Consulta nuestras ofertas de lunes y viernes en el folleto o en la web. Tu tienda cuenta con parking, punto de recarga de VE, Wi-Fi gratis, taquillas, cajas de autopago y es un local accesible. Al pagar, puedes usar efectivo, tarjeta de crédito o débito.'}]","Ctra. Coín,",47,Málaga,29140,Andalucía,-4.49894,36.6603,open,,,Europe/Madrid,"[{'date': '2026-07-13', 'timeRanges': [{'from': '2026-07-13T09:00:00', 'to': '2026-07-13T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-14', 'timeRanges': [{'from': '2026-07-14T09:00:00', 'to': '2026-07-14T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-15', 'timeRanges': [{'from': '2026-07-15T09:00:00', 'to': '2026-07-15T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-16', 'timeRanges': [{'from': '2026-07-16T09:00:00', 'to': '2026-07-16T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-17', 'timeRanges': [{'from': '2026-07-17T09:00:00', 'to': '2026-07-17T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-18', 'timeRanges': [{'from': '2026-07-18T09:00:00', 'to': '2026-07-18T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-19', 'timeRanges': [{'from': '2026-07-19T09:00:00', 'to': '2026-07-19T22:00:00'}], 'reason': 'SUNDAY_PERIOD'}]",,44,Málaga,PEN,Peninsula,"[{'id': 4, 'name': 'parking', 'translationName': 'icon.parking', 'odsName': 'parking', 'category': 'service'}, {'id': 9, 'name': 'eCharger', 'translationName': 'icon.echarger', 'odsName': 'e-charging-station', 'category': 'service'}, {'id': 3, 'name': 'package', 'translationName': 'icon.package', 'odsName': 'packstation', 'category': 'service'}, {'id': 35, 'name': 'freeWiFi', 'translationName': 'icon.freeWiFi', 'odsName': 'wifi', 'category': 'service'}, {'id': 13, 'name': 'shopNGo', 'translationName': 'icon.shopNGo', 'odsName': 'self-check-out', 'category': 'service'}]",
ES06039,Chauchina,,"[{'locale': 'es-ES', 'headline': None, 'subtext': None}]","[{'locale': 'es-ES', 'text': 'Tu tienda Lidl en Chauchina: Calidad y variedad para tu día a día  \n  \nTu compra diaria te espera en C/ Economía, s/n, en Chauchina. Aquí encontrarás una cuidada selección de productos que combinan calidad y un precio ajustado. Te ofrecemos fruta y verdura fresca de temporada, pan y bollería recién horneados, así como pescado fresco, una variedad de carnes y embutidos de alta calidad. Además, disponemos de productos ecológicos y artículos para el hogar. Aprovecha las ventajas de nuestras marcas propias y no te olvides de la app Lidl Plus para activar cupones y ahorrar en tu compra.  \n  \nPara tu comodidad, la tienda cuenta con parking, punto de recarga para vehículos eléctricos, Wi-Fi gratis, taquillas, cajas de autopago y es un local accesible. Ya sea para la compra semanal, un producto para llevar o para organizar tu próxima fiesta, tenemos lo que necesitas. Descubre nuestra selección de vinos tintos y blancos, tanto nacionales como internacionales, y otras bebidas. Consulta las ofertas del lunes y viernes en el folleto o en línea. Al pagar, puedes utilizar efectivo, tarjeta de crédito o débito.'}]","C/ Economía,",s/n,Chauchina,18330,Andalucía,-3.78174,37.19154,open,,,Europe/Madrid,"[{'date': '2026-07-13', 'timeRanges': [{'from': '2026-07-13T09:00:00', 'to': '2026-07-13T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-14', 'timeRanges': [{'from': '2026-07-14T09:00:00', 'to': '2026-07-14T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-15', 'timeRanges': [{'from': '2026-07-15T09:00:00', 'to': '2026-07-15T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-16', 'timeRanges': [{'from': '2026-07-16T09:00:00', 'to': '2026-07-16T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-17', 'timeRanges': [{'from': '2026-07-17T09:00:00', 'to': '2026-07-17T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-18', 'timeRanges': [{'from': '2026-07-18T09:00:00', 'to': '2026-07-18T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-19', 'timeRanges': [], 'reason': 'REGULAR'}]",,46,Granada,PEN,Peninsula,"[{'id': 4, 'name': 'parking', 'translationName': 'icon.parking', 'odsName': 'parking', 'category': 'service'}, {'id': 9, 'name': 'eCharger', 'translationName': 'icon.echarger', 'odsName': 'e-charging-station', 'category': 'service'}, {'id': 3, 'name': 'package', 'translationName': 'icon.package', 'odsName': 'packstation', 'category': 'service'}, {'id': 35, 'name': 'freeWiFi', 'translationName': 'icon.freeWiFi', 'odsName': 'wifi', 'category': 'service'}, {'id': 13, 'name': 'shopNGo', 'translationName': 'icon.shopNGo', 'odsName': 'self-check-out', 'category': 'service'}]",
ES06041,Nigüelas,,"[{'locale': 'es-ES', 'headline': None, 'subtext': None}]","[{'locale': 'es-ES', 'text': 'Tu tienda Lidl en Nigüelas te espera  \n  \nTu supermercado Lidl te da la bienvenida en la Ctra Bailén-Motril N 323, s/n, en Nigüelas. Aquí te espera una compra cómoda y completa, pensada para clientes que buscan calidad a buen precio. Disfruta de nuestra selección de fruta y verdura fresca de temporada, pan y bollería recién horneados cada día, pescado fresco, una variedad de cortes de carne y embutidos de alta calidad. Además, encontrarás productos ecológicos, artículos para el hogar y nuestras reconocidas marcas propias. Para tu compra semanal, un capricho rápido o la próxima celebración familiar, tenemos lo que necesitas. Explora nuestra bodega con vinos tintos y blancos, tanto nacionales como internacionales, y una selección de licores. No olvides consultar las ofertas de los lunes y viernes en el folleto o en línea. Con la app Lidl Plus, puedes activar cupones y ahorrar aún más. Tu tienda cuenta con parking, punto de recarga para vehículos eléctricos, Wi-Fi gratis, taquillas, cajas de autopago y es un local accesible. Al pagar, puedes utilizar efectivo, tarjeta de crédito o débito.'}]","Ctra Bailén-Motril N 323,",s/n,Nigüelas,18657,Andalucía,-3.55727,36.97351,open,,,Europe/Madrid,"[{'date': '2026-07-13', 'timeRanges': [{'from': '2026-07-13T09:00:00', 'to': '2026-07-13T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-14', 'timeRanges': [{'from': '2026-07-14T09:00:00', 'to': '2026-07-14T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-15', 'timeRanges': [{'from': '2026-07-15T09:00:00', 'to': '2026-07-15T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-16', 'timeRanges': [{'from': '2026-07-16T09:00:00', 'to': '2026-07-16T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-17', 'timeRanges': [{'from': '2026-07-17T09:00:00', 'to': '2026-07-17T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-18', 'timeRanges': [{'from': '2026-07-18T09:00:00', 'to': '2026-07-18T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-19', 'timeRanges': [{'from': '2026-07-19T09:00:00', 'to': '2026-07-19T22:00:00'}], 'reason': 'SUNDAY_PERIOD'}]",,46,Granada,PEN,Peninsula,"[{'id': 4, 'name': 'parking', 'translationName': 'icon.parking', 'odsName': 'parking', 'category': 'service'}, {'id': 9, 'name': 'eCharger', 'translationName': 'icon.echarger', 'odsName': 'e-charging-station', 'category': 'service'}, {'id': 3, 'name': 'package', 'translationName': 'icon.package', 'odsName': 'packstation', 'category': 'service'}, {'id': 35, 'name': 'freeWiFi', 'translationName': 'icon.freeWiFi', 'odsName': 'wifi', 'category': 'service'}, {'id': 13, 'name': 'shopNGo', 'translationName': 'icon.shopNGo', 'odsName': 'self-check-out', 'category': 'service'}]",
ES06044,La Zubia,,"[{'locale': 'es-ES', 'headline': None, 'subtext': None}]","[{'locale': 'es-ES', 'text': 'Tu compra fácil y completa en Lidl La Zubia  \n  \nTe esperamos en tu tienda Lidl en la Avenida de Gandhi s/n, en La Zubia, donde hacer la compra es una experiencia cómoda y agradable. Aquí encontrarás todo lo que necesitas, desde la compra semanal para la familia hasta productos para llevar, ideales para tu almuerzo. Nuestra tienda te ofrece servicios como punto de recarga para vehículos eléctricos, Wi-Fi gratis, taquillas y un amplio parking. Además, disponemos de cajas de autopago para agilizar tu visita y un local totalmente accesible.  \n  \nDisfruta de una gran variedad de frutas y verduras de temporada, pan y bollería recién horneados, pescado fresco y una selección de carnes y embutidos de calidad. No te pierdas nuestras reconocidas marcas propias y productos ecológicos. Con la app Lidl Plus, puedes activar cupones y ahorrar en cada compra. Para tu próxima celebración, explora nuestra sección de bebidas, con vinos tintos y blancos de España y del mundo, así como licores. Consulta las ofertas del lunes y viernes en el folleto o en nuestra web. Al pagar, aceptamos efectivo, tarjeta de crédito y débito.'}]",Avenida de Gandhi,s/n,La Zubia,18140,Andalucía,-3.58254,37.12979,open,,,Europe/Madrid,"[{'date': '2026-07-13', 'timeRanges': [{'from': '2026-07-13T09:00:00', 'to': '2026-07-13T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-14', 'timeRanges': [{'from': '2026-07-14T09:00:00', 'to': '2026-07-14T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-15', 'timeRanges': [{'from': '2026-07-15T09:00:00', 'to': '2026-07-15T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-16', 'timeRanges': [{'from': '2026-07-16T09:00:00', 'to': '2026-07-16T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-17', 'timeRanges': [{'from': '2026-07-17T09:00:00', 'to': '2026-07-17T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-18', 'timeRanges': [{'from': '2026-07-18T09:00:00', 'to': '2026-07-18T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-19', 'timeRanges': [], 'reason': 'REGULAR'}]",,46,Granada,PEN,Peninsula,"[{'id': 4, 'name': 'parking', 'translationName': 'icon.parking', 'odsName': 'parking', 'category': 'service'}, {'id': 9, 'name': 'eCharger', 'translationName': 'icon.echarger', 'odsName': 'e-charging-station', 'category': 'service'}, {'id': 3, 'name': 'package', 'translationName': 'icon.package', 'odsName': 'packstation', 'category': 'service'}, {'id': 35, 'name': 'freeWiFi', 'translationName': 'icon.freeWiFi', 'odsName': 'wifi', 'category': 'service'}, {'id': 13, 'name': 'shopNGo', 'translationName': 'icon.shopNGo', 'odsName': 'self-check-out', 'category': 'service'}]",
ES06046,Málaga-Avda. Velázquez,,"[{'locale': 'es-ES', 'headline': None, 'subtext': None}]","[{'locale': 'es-ES', 'text': 'Tu supermercado Lidl en Málaga: Calidad y frescura a tu alcance  \n  \nTu tienda Lidl en la Avenida Velázquez 60 de Málaga te espera con todo lo que necesitas para tu día a día. Te ofrecemos una compra cómoda gracias a nuestros servicios como parking, Wi-Fi gratis, cajas de autopago y un local accesible. Para tu compra, te espera una gran selección de fruta y verdura fresca de temporada, pan y bollería recién horneados, y una cuidada oferta de carne, pescado y embutidos de calidad. Descubre también nuestras reconocidas marcas propias, productos ecológicos y artículos de hogar.  \n  \nPlanifica tu compra consultando las ofertas de lunes y viernes en nuestro folleto o en la web. Ahorra aún más con la app Lidl Plus activando tus cupones. Ya sea para la compra semanal, un producto para llevar en tu pausa o para organizar una fiesta, aquí lo tienes. Explora nuestra bodega con vinos tintos y blancos, tanto nacionales como internacionales, y una variedad de licores.  \n  \nPara tu comodidad, disponemos de taquillas y punto de recarga para vehículos eléctricos. Aceptamos pago en efectivo, tarjeta de crédito y tarjeta de débito.'}]",Avenida Velázquez,60,Málaga,29004,Andalucía,-4.45016,36.69663,open,,,Europe/Madrid,"[{'date': '2026-07-13', 'timeRanges': [{'from': '2026-07-13T09:00:00', 'to': '2026-07-13T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-14', 'timeRanges': [{'from': '2026-07-14T09:00:00', 'to': '2026-07-14T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-15', 'timeRanges': [{'from': '2026-07-15T09:00:00', 'to': '2026-07-15T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-16', 'timeRanges': [{'from': '2026-07-16T09:00:00', 'to': '2026-07-16T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-17', 'timeRanges': [{'from': '2026-07-17T09:00:00', 'to': '2026-07-17T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-18', 'timeRanges': [{'from': '2026-07-18T09:00:00', 'to': '2026-07-18T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-19', 'timeRanges': [{'from': '2026-07-19T09:00:00', 'to': '2026-07-19T22:00:00'}], 'reason': 'SUNDAY_PERIOD'}]",,44,Málaga,PEN,Peninsula,"[{'id': 35, 'name': 'freeWiFi', 'translationName': 'icon.freeWiFi', 'odsName': 'wifi', 'category': 'service'}, {'id': 13, 'name': 'shopNGo', 'translationName': 'icon.shopNGo', 'odsName': 'self-check-out', 'category': 'service'}]",
